country,country_code,city,begin_postal,end_postal,parcel_pickup_tier,freight_pickup_tier,parcel_delivery_tier,freight_delivery_tier
New Zealand,NZ,Makohine Valley,,,B,B,B,B
New Zealand,NZ,Makrewa,,,B,B,B,B
New Zealand,NZ,Makuri,,,B,B,B,B
New Zealand,NZ,Mamaku,,,B,B,B,B
New Zealand,NZ,Mamaranui,,,B,B,B,B
New Zealand,NZ,Managapapa,,,B,B,B,B
New Zealand,NZ,Manaia,,,B,B,B,B
New Zealand,NZ,Manakau,,,B,B,B,B
New Zealand,NZ,Manapouri,,,B,B,B,B
New Zealand,NZ,Manawaru,,,B,B,B,B
New Zealand,NZ,Mangakakahi,,,B,B,B,B
New Zealand,NZ,Mangakino,,,B,B,B,B
New Zealand,NZ,Mangamahu,,,B,B,B,B
New Zealand,NZ,Mangamaire,,,B,B,B,B
New Zealand,NZ,Mangamingi,,,B,B,B,B
New Zealand,NZ,Mangamuka,,,B,B,B,B
New Zealand,NZ,Mangamuka Bridge,,,B,B,B,B
New Zealand,NZ,Mangaone,,,B,B,B,B
New Zealand,NZ,Mangaotaki,,,B,B,B,B
New Zealand,NZ,Mangapai,,,B,B,B,B
New Zealand,NZ,Mangapapa,,,B,B,B,B
New Zealand,NZ,Mangatahi,,,B,B,B,B
New Zealand,NZ,Mangatangi,,,B,B,B,B
New Zealand,NZ,Mangateparu,,,B,B,B,B
New Zealand,NZ,Mangateretere,,,B,B,B,B
New Zealand,NZ,Mangaweka,,,B,B,B,B
New Zealand,NZ,Mangawhai,,,B,B,B,B
New Zealand,NZ,Mangawhare,,,B,B,B,B
New Zealand,NZ,Mangonui,,,B,B,B,B
New Zealand,NZ,Manunui,,,B,B,B,B
New Zealand,NZ,Manutahi,,,B,B,B,B
New Zealand,NZ,Manutuke,,,B,B,B,B
New Zealand,NZ,Mapua,,,B,B,B,B
New Zealand,NZ,Maraekakaho,,,B,B,B,B
New Zealand,NZ,Maraetai,,,B,B,B,B
New Zealand,NZ,Maraetai Beach,,,B,B,B,B
New Zealand,NZ,Maraetotara,,,B,B,B,B
New Zealand,NZ,Marahau,,,B,B,B,B
New Zealand,NZ,Maramarua,,,B,B,B,B
New Zealand,NZ,Marchwiel,,,B,B,B,B
New Zealand,NZ,Marfell,,,B,B,B,B
New Zealand,NZ,Market Cross,,,B,B,B,B
New Zealand,NZ,Marokopa,,,B,B,B,B
New Zealand,NZ,Maromaku,,,B,B,B,B
New Zealand,NZ,Marsden,,,B,B,B,B
New Zealand,NZ,Marsden Point,,,B,B,B,B
New Zealand,NZ,Martinborough,,,B,B,B,B
New Zealand,NZ,Marton,,,B,B,B,B
New Zealand,NZ,Maruia,,,B,B,B,B
New Zealand,NZ,Masterton,,,B,B,B,B
New Zealand,NZ,Mata,,,B,B,B,B
New Zealand,NZ,Matahiwi,,,B,B,B,B
New Zealand,NZ,Matakana,,,B,B,B,B
New Zealand,NZ,Matakana Island,,,B,B,B,B
New Zealand,NZ,Matakawau,,,B,B,B,B
New Zealand,NZ,Matakohe,,,B,B,B,B
New Zealand,NZ,Matamata,,,B,B,B,B
New Zealand,NZ,Matamau,,,B,B,B,B
New Zealand,NZ,Matangi,,,B,B,B,B
New Zealand,NZ,Matangirau,,,B,B,B,B
New Zealand,NZ,Matapihi,,,B,B,B,B
New Zealand,NZ,Matapouri,,,B,B,B,B
New Zealand,NZ,Matapu,,,B,B,B,B
New Zealand,NZ,Mataraua,,,B,B,B,B
New Zealand,NZ,Matariki,,,B,B,B,B
New Zealand,NZ,Mataroa,,,B,B,B,B
New Zealand,NZ,Matata,,,B,B,B,B
New Zealand,NZ,Matatoki,,,B,B,B,B
New Zealand,NZ,Mataura,,,B,B,B,B
New Zealand,NZ,Mataura Island,,,B,B,B,B
New Zealand,NZ,Matauri Bay,,,B,B,B,B
New Zealand,NZ,Matawai,,,B,B,B,B
New Zealand,NZ,Matiere,,,B,B,B,B
New Zealand,NZ,Matipo Heights,,,B,B,B,B
New Zealand,NZ,Maugaturoto,,,B,B,B,B
New Zealand,NZ,Mauku,,,B,B,B,B
New Zealand,NZ,Maungakaramea,,,B,B,B,B
New Zealand,NZ,Maungatapere,,,B,B,B,B
New Zealand,NZ,Maungati,,,B,B,B,B
New Zealand,NZ,Maungaturoto,,,B,B,B,B
New Zealand,NZ,Maunu,,,B,B,B,B
New Zealand,NZ,Mauriceville,,,B,B,B,B
New Zealand,NZ,Mautawhere,,,B,B,B,B
New Zealand,NZ,Mawheraiti,,,B,B,B,B
New Zealand,NZ,Maxwell,,,B,B,B,B
New Zealand,NZ,Mayfair,,,B,B,B,B
New Zealand,NZ,Mayfield,,,B,B,B,B
New Zealand,NZ,Mcleod Bay,,,B,B,B,B
New Zealand,NZ,Mcnab,,,B,B,B,B
New Zealand,NZ,Mercer,,,B,B,B,B
New Zealand,NZ,Mercury Bay,,,B,B,B,B
New Zealand,NZ,Meremere,,,B,B,B,B
New Zealand,NZ,Merrilands,,,B,B,B,B
New Zealand,NZ,Methven,,,B,B,B,B
New Zealand,NZ,Middlemarch,,,B,B,B,B
New Zealand,NZ,Midhirst,,,B,B,B,B
New Zealand,NZ,Midhurst,,,B,B,B,B
New Zealand,NZ,Milford Sound,,,B,B,B,B
New Zealand,NZ,Millerton,,,B,B,B,B
New Zealand,NZ,Milton,,,B,B,B,B
New Zealand,NZ,Minden,,,B,B,B,B
New Zealand,NZ,Minginui,,,B,B,B,B
New Zealand,NZ,Mititai,,,B,B,B,B
New Zealand,NZ,Moerewa,,,B,B,B,B
New Zealand,NZ,Mokau,,,B,B,B,B
New Zealand,NZ,Mokihinui,,,B,B,B,B
New Zealand,NZ,Mokutua,,,B,B,B,B
New Zealand,NZ,Momorangi Bay,,,B,B,B,B
New Zealand,NZ,Monavale,,,B,B,B,B
New Zealand,NZ,Moncks Spur,,,B,B,B,B
New Zealand,NZ,Moonshine,,,B,B,B,B
New Zealand,NZ,Morere,,,B,B,B,B
New Zealand,NZ,Morrinsville,,,B,B,B,B
New Zealand,NZ,Morton Mains,,,B,B,B,B
New Zealand,NZ,Morven,,,B,B,B,B
New Zealand,NZ,Mossburn,,,B,B,B,B
New Zealand,NZ,Mosston,,,B,B,B,B
New Zealand,NZ,Motatau,,,B,B,B,B
New Zealand,NZ,Motea,,,B,B,B,B
New Zealand,NZ,Moteo,,,B,B,B,B
New Zealand,NZ,Motu,,,B,B,B,B
New Zealand,NZ,Motueka,,,B,B,B,B
New Zealand,NZ,Motukarara,,,B,B,B,B
New Zealand,NZ,Motumaoho,,,B,B,B,B
New Zealand,NZ,Motuoapa,,,B,B,B,B
New Zealand,NZ,Motupiko,,,B,B,B,B
New Zealand,NZ,Moturoa,,,B,B,B,B
New Zealand,NZ,Motutangi,,,B,B,B,B
New Zealand,NZ,Mount Bruce,,,B,B,B,B
New Zealand,NZ,Mount Egmont,,,B,B,B,B
New Zealand,NZ,Mount Somers,,,B,B,B,B
New Zealand,NZ,Mount Stewart,,,B,B,B,B
New Zealand,NZ,Mount Wesley,,,B,B,B,B
New Zealand,NZ,Mourea,,,B,B,B,B
New Zealand,NZ,Mowhanau Beach,,,B,B,B,B
New Zealand,NZ,Mt Somers,,,B,B,B,B
New Zealand,NZ,Muka,,,B,B,B,B
New Zealand,NZ,Murchison,,,B,B,B,B
New Zealand,NZ,Muriwai Beach,,,B,B,B,B
New Zealand,NZ,Murupara,,,B,B,B,B
New Zealand,NZ,Myross Bush,,,B,B,B,B
New Zealand,NZ,Naike,,,B,B,B,B
New Zealand,NZ,National Park,,,B,B,B,B
New Zealand,NZ,Naumai,,,B,B,B,B
New Zealand,NZ,Nayland,,,B,B,B,B
New Zealand,NZ,Nelson Central,,,B,B,B,B
New Zealand,NZ,Nelson East,,,B,B,B,B
New Zealand,NZ,Ness Valley,,,B,B,B,B
New Zealand,NZ,Netherby,,,B,B,B,B
New Zealand,NZ,Netherton,,,B,B,B,B
New Zealand,NZ,New Plymouth,,,B,B,B,B
New Zealand,NZ,New Plymouth Central,,,B,B,B,B
New Zealand,NZ,Newfield,,,B,B,B,B
New Zealand,NZ,Ngahere,,,B,B,B,B
New Zealand,NZ,Ngakawau,,,B,B,B,B
New Zealand,NZ,Ngakuru,,,B,B,B,B
New Zealand,NZ,Ngapara,,,B,B,B,B
New Zealand,NZ,Ngapuna,,,B,B,B,B
New Zealand,NZ,Ngarua,,,B,B,B,B
New Zealand,NZ,Ngaruawahai,,,B,B,B,B
New Zealand,NZ,Ngataki,,,B,B,B,B
New Zealand,NZ,Ngatapa,,,B,B,B,B
New Zealand,NZ,Ngatea,,,B,B,B,B
New Zealand,NZ,Ngatimoti,,,B,B,B,B
New Zealand,NZ,Ngawha,,,B,B,B,B
New Zealand,NZ,Ngawha Springs,,,B,B,B,B
New Zealand,NZ,Ngawhatu,,,B,B,B,B
New Zealand,NZ,Ngongotaha,,,B,B,B,B
New Zealand,NZ,Ngunguru,,,B,B,B,B
New Zealand,NZ,Nightcaps,,,B,B,B,B
New Zealand,NZ,Nikau,,,B,B,B,B
New Zealand,NZ,Normandale,,,B,B,B,B
New Zealand,NZ,Norsewood,,,B,B,B,B
New Zealand,NZ,North Avon,,,B,B,B,B
New Zealand,NZ,North Clyde,,,B,B,B,B
New Zealand,NZ,Northope,,,B,B,B,B
New Zealand,NZ,Nuhaka,,,B,B,B,B
New Zealand,NZ,Nukuhau,,,B,B,B,B
New Zealand,NZ,Nydia Bay,,,B,B,B,B
New Zealand,NZ,Oakleigh,,,B,B,B,B
New Zealand,NZ,Oakura,,,B,B,B,B
New Zealand,NZ,Oamaru,,,B,B,B,B
New Zealand,NZ,Oaonui,,,B,B,B,B
New Zealand,NZ,Ocean Beach,,,B,B,B,B
New Zealand,NZ,Oceanview,,,B,B,B,B
New Zealand,NZ,Ohaeawai,,,B,B,B,B
New Zealand,NZ,Ohai,,,B,B,B,B
New Zealand,NZ,Ohakea,,,B,B,B,B
New Zealand,NZ,Ohakune,,,B,B,B,B
New Zealand,NZ,Ohakune Junction,,,B,B,B,B
New Zealand,NZ,Ohaupo,,,B,B,B,B
New Zealand,NZ,Ohinemutu,,,B,B,B,B
New Zealand,NZ,Ohinewai,,,B,B,B,B
New Zealand,NZ,Ohingaiti,,,B,B,B,B
New Zealand,NZ,Ohoka,,,B,B,B,B
New Zealand,NZ,Ohope,,,B,B,B,B
New Zealand,NZ,Ohope Beach,,,B,B,B,B
New Zealand,NZ,Ohura,,,B,B,B,B
New Zealand,NZ,Okahu,,,B,B,B,B
New Zealand,NZ,Okaiawa,,,B,B,B,B
New Zealand,NZ,Okaihau,,,B,B,B,B
New Zealand,NZ,Okains Bay,,,B,B,B,B
New Zealand,NZ,Okato,,,B,B,B,B
New Zealand,NZ,Okere Falls,,,B,B,B,B
New Zealand,NZ,Okete,,,B,B,B,B
New Zealand,NZ,Okitu,,,B,B,B,B
New Zealand,NZ,Okiwi,,,B,B,B,B
New Zealand,NZ,Okoia,,,B,B,B,B
New Zealand,NZ,Okoroire,,,B,B,B,B
New Zealand,NZ,Okura,,,B,B,B,B
New Zealand,NZ,Omaha,,,B,B,B,B
New Zealand,NZ,Omahu,,,B,B,B,B
New Zealand,NZ,Omaio,,,B,B,B,B
New Zealand,NZ,Omaka,,,B,B,B,B
New Zealand,NZ,Omakere,,,B,B,B,B
New Zealand,NZ,Omanaia,,,B,B,B,B
New Zealand,NZ,Omapere,,,B,B,B,B
New Zealand,NZ,Omarama,,,B,B,B,B
New Zealand,NZ,Omarumutu,,,B,B,B,B
New Zealand,NZ,Omatane,,,B,B,B,B
New Zealand,NZ,Omiha,,,B,B,B,B
New Zealand,NZ,Omokoroa,,,B,B,B,B
New Zealand,NZ,Omokoroa Beach,,,B,B,B,B
New Zealand,NZ,One Tree Point,,,B,B,B,B
New Zealand,NZ,Onemana,,,B,B,B,B
New Zealand,NZ,Onepu,,,B,B,B,B
New Zealand,NZ,Onerahi,,,B,B,B,B
New Zealand,NZ,Oneroa,,,B,B,B,B
New Zealand,NZ,Onetangi,,,B,B,B,B
New Zealand,NZ,Onetangi Bay,,,B,B,B,B
New Zealand,NZ,Onetea,,,B,B,B,B
New Zealand,NZ,Onewhero,,,B,B,B,B
New Zealand,NZ,Ongaonga,,,B,B,B,B
New Zealand,NZ,Ongarue,,,B,B,B,B
New Zealand,NZ,Opapa,,,B,B,B,B
New Zealand,NZ,Opape,,,B,B,B,B
New Zealand,NZ,Oparau,,,B,B,B,B
New Zealand,NZ,Opihi,,,B,B,B,B
New Zealand,NZ,Opiki,,,B,B,B,B
New Zealand,NZ,Opio,,,B,B,B,B
New Zealand,NZ,Opito,,,B,B,B,B
New Zealand,NZ,Opononi,,,B,B,B,B
New Zealand,NZ,Oporo,,,B,B,B,B
New Zealand,NZ,Opotiki,,,B,B,B,B
New Zealand,NZ,Opouriao,,,B,B,B,B
New Zealand,NZ,Opoutama,,,B,B,B,B
New Zealand,NZ,Opoutere,,,B,B,B,B
New Zealand,NZ,Opua,,,B,B,B,B
New Zealand,NZ,Opunake,,,B,B,B,B
New Zealand,NZ,Orari,,,B,B,B,B
New Zealand,NZ,Oratia,,,B,B,B,B
New Zealand,NZ,Orawia,,,B,B,B,B
New Zealand,NZ,Orepuki,,,B,B,B,B
New Zealand,NZ,Orere,,,B,B,B,B
New Zealand,NZ,Orere Point,,,B,B,B,B
New Zealand,NZ,Orini,,,B,B,B,B
New Zealand,NZ,Ormond,,,B,B,B,B
New Zealand,NZ,Ormondville,,,B,B,B,B
New Zealand,NZ,Oropi,,,B,B,B,B
New Zealand,NZ,Oruaiti,,,B,B,B,B
New Zealand,NZ,Oruru,,,B,B,B,B
New Zealand,NZ,Ostend,,,B,B,B,B
New Zealand,NZ,Otaha,,,B,B,B,B
New Zealand,NZ,Otaihanga,,,B,B,B,B
New Zealand,NZ,Otaika,,,B,B,B,B
New Zealand,NZ,Otaio,,,B,B,B,B
New Zealand,NZ,Otakeho,,,B,B,B,B
New Zealand,NZ,Otaki,,,B,B,B,B
New Zealand,NZ,Otaki Forks,,,B,B,B,B
New Zealand,NZ,Otakiri,,,B,B,B,B
New Zealand,NZ,Otamatea,,,B,B,B,B
New Zealand,NZ,Otane,,,B,B,B,B
New Zealand,NZ,Otangarei,,,B,B,B,B
New Zealand,NZ,Otaua,,,B,B,B,B
New Zealand,NZ,Otautau,,,B,B,B,B
New Zealand,NZ,Otehei Bay,,,B,B,B,B
New Zealand,NZ,Otematata,,,B,B,B,B
New Zealand,NZ,Oteramika,,,B,B,B,B
New Zealand,NZ,Otewa,,,B,B,B,B
New Zealand,NZ,Otimai,,,B,B,B,B
New Zealand,NZ,Otipua,,,B,B,B,B
New Zealand,NZ,Otira,,,B,B,B,B
New Zealand,NZ,Otoroganga,,,B,B,B,B
New Zealand,NZ,Otorohanga,,,B,B,B,B
New Zealand,NZ,Ouruhia,,,B,B,B,B
New Zealand,NZ,Outer Kaiti,,,B,B,B,B
New Zealand,NZ,Outram,,,B,B,B,B
New Zealand,NZ,Owaka,,,B,B,B,B
New Zealand,NZ,Owen River,,,B,B,B,B
New Zealand,NZ,Owhango,,,B,B,B,B
New Zealand,NZ,Owhata,,,B,B,B,B
New Zealand,NZ,Oxford,,,B,B,B,B
New Zealand,NZ,Paekakariki Hill,,,B,B,B,B
New Zealand,NZ,Paengaroa,,,B,B,B,B
New Zealand,NZ,Paerata Ridge,,,B,B,B,B
New Zealand,NZ,Paeroa,,,B,B,B,B
New Zealand,NZ,Pahiatua,,,B,B,B,B
New Zealand,NZ,Paihia,,,B,B,B,B
New Zealand,NZ,Pakanae,,,B,B,B,B
New Zealand,NZ,Pakaraka,,,B,B,B,B
New Zealand,NZ,Pakatoa Island,,,B,B,B,B
New Zealand,NZ,Pakipaki,,,B,B,B,B
New Zealand,NZ,Pakiri,,,B,B,B,B
New Zealand,NZ,Pakotai,,,B,B,B,B
New Zealand,NZ,Pakowhai,,,B,B,B,B
New Zealand,NZ,Palm Beach,,,B,B,B,B
New Zealand,NZ,Palmerston,,,B,B,B,B
New Zealand,NZ,Pamapuria,,,B,B,B,B
New Zealand,NZ,Panguru,,,B,B,B,B
New Zealand,NZ,Papaaroha,,,B,B,B,B
New Zealand,NZ,Papakaio,,,B,B,B,B
New Zealand,NZ,Papanui Junction,,,B,B,B,B
New Zealand,NZ,Paparata,,,B,B,B,B
New Zealand,NZ,Paparimu,,,B,B,B,B
New Zealand,NZ,Paparoa,,,B,B,B,B
New Zealand,NZ,Paparore,,,B,B,B,B
New Zealand,NZ,Paparua,,,B,B,B,B
New Zealand,NZ,Papatotara,,,B,B,B,B
New Zealand,NZ,Parahaki,,,B,B,B,B
New Zealand,NZ,Parakai,,,B,B,B,B
New Zealand,NZ,Parakao,,,B,B,B,B
New Zealand,NZ,Paranui,,,B,B,B,B
New Zealand,NZ,Paraonui,,,B,B,B,B
New Zealand,NZ,Parapara,,,B,B,B,B
New Zealand,NZ,Paraparaumu,,,B,B,B,B
New Zealand,NZ,Paraparaumu Beach,,,B,B,B,B
New Zealand,NZ,Parau,,,B,B,B,B
New Zealand,NZ,Parawa,,,B,B,B,B
New Zealand,NZ,Parenga,,,B,B,B,B
New Zealand,NZ,Pareora,,,B,B,B,B
New Zealand,NZ,Parikino,,,B,B,B,B
New Zealand,NZ,Parkside,,,B,B,B,B
New Zealand,NZ,Parnassus,,,B,B,B,B
New Zealand,NZ,Paroa,,,B,B,B,B
New Zealand,NZ,Parore,,,B,B,B,B
New Zealand,NZ,Parua Bay,,,B,B,B,B
New Zealand,NZ,Patea,,,B,B,B,B
New Zealand,NZ,Patetonga,,,B,B,B,B
New Zealand,NZ,Patoka,,,B,B,B,B
New Zealand,NZ,Patons Rock,,,B,B,B,B
New Zealand,NZ,Patumahoe,,,B,B,B,B
New Zealand,NZ,Patutahi,,,B,B,B,B
New Zealand,NZ,Pauanui,,,B,B,B,B
New Zealand,NZ,Pauanui Beach,,,B,B,B,B
New Zealand,NZ,Pawarenga,,,B,B,B,B
New Zealand,NZ,Peebles,,,B,B,B,B
New Zealand,NZ,Peel Forest,,,B,B,B,B
New Zealand,NZ,Pembroke,,,B,B,B,B
New Zealand,NZ,Peria,,,B,B,B,B
New Zealand,NZ,Picton,,,B,B,B,B
New Zealand,NZ,Pigeon Bay,,,B,B,B,B
New Zealand,NZ,Pigeon Valley,,,B,B,B,B
New Zealand,NZ,Piha,,,B,B,B,B
New Zealand,NZ,Pikopiko,,,B,B,B,B
New Zealand,NZ,Pines Beach,,,B,B,B,B
New Zealand,NZ,Piopio,,,B,B,B,B
New Zealand,NZ,Pipiriki,,,B,B,B,B
New Zealand,NZ,Pipiwai,,,B,B,B,B
New Zealand,NZ,Piriaka,,,B,B,B,B
New Zealand,NZ,Pirinoa,,,B,B,B,B
New Zealand,NZ,Piripai,,,B,B,B,B
New Zealand,NZ,Pirongia,,,B,B,B,B
New Zealand,NZ,Pitt Island,,,B,B,B,B
New Zealand,NZ,Pleasant Heights,,,B,B,B,B
New Zealand,NZ,Pleasant Point,,,B,B,B,B
New Zealand,NZ,Pleasant Valley,,,B,B,B,B
New Zealand,NZ,Pohangina,,,B,B,B,B
New Zealand,NZ,Pohoia,,,B,B,B,B
New Zealand,NZ,Pohuehue,,,B,B,B,B
New Zealand,NZ,Point Elizabeth,,,B,B,B,B
New Zealand,NZ,Point Wells,,,B,B,B,B
New Zealand,NZ,Pokeno,,,B,B,B,B
New Zealand,NZ,Pollok,,,B,B,B,B
New Zealand,NZ,Pomare,,,B,B,B,B
New Zealand,NZ,Ponatahi,,,B,B,B,B
New Zealand,NZ,Pongakawa,,,B,B,B,B
New Zealand,NZ,Pongaroa,,,B,B,B,B
New Zealand,NZ,Porangahau,,,B,B,B,B
New Zealand,NZ,Poroporo,,,B,B,B,B
New Zealand,NZ,Port Albert,,,B,B,B,B
New Zealand,NZ,Port Charles,,,B,B,B,B
New Zealand,NZ,Port Fitzroy,,,B,B,B,B
New Zealand,NZ,Port Ohope,,,B,B,B,B
New Zealand,NZ,Port Waikato,,,B,B,B,B
New Zealand,NZ,Portland,,,B,B,B,B
New Zealand,NZ,Portobello,,,B,B,B,B
New Zealand,NZ,Poukawa,,,B,B,B,B
New Zealand,NZ,Poukiore,,,B,B,B,B
New Zealand,NZ,Poutu,,,B,B,B,B
New Zealand,NZ,Prebbleton,,,B,B,B,B
New Zealand,NZ,Preece Point,,,B,B,B,B
New Zealand,NZ,Prestonville,,,B,B,B,B
New Zealand,NZ,Puhoi,,,B,B,B,B
New Zealand,NZ,Pukawa,,,B,B,B,B
New Zealand,NZ,Pukeatua,,,B,B,B,B
New Zealand,NZ,Pukehangi,,,B,B,B,B
New Zealand,NZ,Pukehina,,,B,B,B,B
New Zealand,NZ,Pukehou,,,B,B,B,B
New Zealand,NZ,Pukekapia,,,B,B,B,B
New Zealand,NZ,Pukekawa,,,B,B,B,B
New Zealand,NZ,Pukekura,,,B,B,B,B
New Zealand,NZ,Pukemiro,,,B,B,B,B
New Zealand,NZ,Pukemoremore,,,B,B,B,B
New Zealand,NZ,Pukenui,,,B,B,B,B
New Zealand,NZ,Pukeokahu,,,B,B,B,B
New Zealand,NZ,Pukepoto,,,B,B,B,B
New Zealand,NZ,Pukerau,,,B,B,B,B
New Zealand,NZ,Pukeroro,,,B,B,B,B
New Zealand,NZ,Puketapu,,,B,B,B,B
New Zealand,NZ,Puketitiri,,,B,B,B,B
New Zealand,NZ,Puketurua,,,B,B,B,B
New Zealand,NZ,Puketutu,,,B,B,B,B
New Zealand,NZ,Pukeuri,,,B,B,B,B
New Zealand,NZ,Punakaiki,,,B,B,B,B
New Zealand,NZ,Punakitere,,,B,B,B,B
New Zealand,NZ,Pungarehu,,,B,B,B,B
New Zealand,NZ,Puponga,,,B,B,B,B
New Zealand,NZ,Pureora Forest,,,B,B,B,B
New Zealand,NZ,Purerua,,,B,B,B,B
New Zealand,NZ,Puriri,,,B,B,B,B
New Zealand,NZ,Putara,,,B,B,B,B
New Zealand,NZ,Putaruru,,,B,B,B,B
New Zealand,NZ,Putere,,,B,B,B,B
New Zealand,NZ,Putiki,,,B,B,B,B
New Zealand,NZ,Putorino,,,B,B,B,B
New Zealand,NZ,Quarry Hills,,,B,B,B,B
New Zealand,NZ,Queen Charlotte Sound,,,B,B,B,B
New Zealand,NZ,Queens Park,,,B,B,B,B
New Zealand,NZ,Queenstown,,,B,B,B,B
New Zealand,NZ,Queenstown Hill,,,B,B,B,B
New Zealand,NZ,Racecourse Hill,,,B,B,B,B
New Zealand,NZ,Raes Junction,,,B,B,B,B
New Zealand,NZ,Raetihi,,,B,B,B,B
New Zealand,NZ,Raglan,,,B,B,B,B
New Zealand,NZ,Rahiri,,,B,B,B,B
New Zealand,NZ,Rahotu,,,B,B,B,B
New Zealand,NZ,Rai Valley,,,B,B,B,B
New Zealand,NZ,Rainbow Point,,,B,B,B,B
New Zealand,NZ,Rainbow Springs,,,B,B,B,B
New Zealand,NZ,Rakaia,,,B,B,B,B
New Zealand,NZ,Rakino Island,,,B,B,B,B
New Zealand,NZ,Ramarama,,,B,B,B,B
New Zealand,NZ,Ranfurly,,,B,B,B,B
New Zealand,NZ,Rangatira Park,,,B,B,B,B
New Zealand,NZ,Rangi Point,,,B,B,B,B
New Zealand,NZ,Rangiahua,,,B,B,B,B
New Zealand,NZ,Rangihaeata,,,B,B,B,B
New Zealand,NZ,Rangiora,,,B,B,B,B
New Zealand,NZ,Rangiotu,,,B,B,B,B
New Zealand,NZ,Rangipo,,,B,B,B,B
New Zealand,NZ,Rangiputa,,,B,B,B,B
New Zealand,NZ,Rangitaiki,,,B,B,B,B
New Zealand,NZ,Rangitata Gorge,,,B,B,B,B
New Zealand,NZ,Rangitoto Island,,,B,B,B,B
New Zealand,NZ,Rangiwahia,,,B,B,B,B
New Zealand,NZ,Rapahoe,,,B,B,B,B
New Zealand,NZ,Rapanui,,,B,B,B,B
New Zealand,NZ,Rapaura,,,B,B,B,B
New Zealand,NZ,Rarangi,,,B,B,B,B
New Zealand,NZ,Rata,,,B,B,B,B
New Zealand,NZ,Ratana,,,B,B,B,B
New Zealand,NZ,Ratana Pa,,,B,B,B,B
New Zealand,NZ,Raumanga,,,B,B,B,B
New Zealand,NZ,Raumanga West,,,B,B,B,B
New Zealand,NZ,Raumati,,,B,B,B,B
New Zealand,NZ,Raumati South,,,B,B,B,B
New Zealand,NZ,Raupo,,,B,B,B,B
New Zealand,NZ,Raupunga,,,B,B,B,B
New Zealand,NZ,Raureka,,,B,B,B,B
New Zealand,NZ,Rawene,,,B,B,B,B
New Zealand,NZ,Redruth,,,B,B,B,B
New Zealand,NZ,Redwood Village,,,B,B,B,B
New Zealand,NZ,Redwoods Valley,,,B,B,B,B
New Zealand,NZ,Redwoodtown,,,B,B,B,B
New Zealand,NZ,Reefton,,,B,B,B,B
New Zealand,NZ,Regent,,,B,B,B,B
New Zealand,NZ,Reidston,,,B,B,B,B
New Zealand,NZ,Renwick,,,B,B,B,B
New Zealand,NZ,Reotahi Bay,,,B,B,B,B
New Zealand,NZ,Reporoa,,,B,B,B,B
New Zealand,NZ,Rerewhakaaitu,,,B,B,B,B
New Zealand,NZ,Rewa,,,B,B,B,B
New Zealand,NZ,Rewarewa,,,B,B,B,B
New Zealand,NZ,Richmond Heights,,,B,B,B,B
New Zealand,NZ,Rimu,,,B,B,B,B
New Zealand,NZ,Ripiria,,,B,B,B,B
New Zealand,NZ,Rissington,,,B,B,B,B
New Zealand,NZ,Riverdale,,,B,B,B,B
New Zealand,NZ,Riverhead,,,B,B,B,B
New Zealand,NZ,Riverlands,,,B,B,B,B
New Zealand,NZ,Riversdale,,,B,B,B,B
New Zealand,NZ,Riversdale Beach,,,B,B,B,B
New Zealand,NZ,Riverside,,,B,B,B,B
New Zealand,NZ,Riverton,,,B,B,B,B
New Zealand,NZ,Riwaka,,,B,B,B,B
New Zealand,NZ,Rockville,,,B,B,B,B
New Zealand,NZ,Rocky Bay,,,B,B,B,B
New Zealand,NZ,Rongotea,,,B,B,B,B
New Zealand,NZ,Roselands,,,B,B,B,B
New Zealand,NZ,Rosewill,,,B,B,B,B
New Zealand,NZ,Roslyn Bush,,,B,B,B,B
New Zealand,NZ,Ross,,,B,B,B,B
New Zealand,NZ,Rotherham,,,B,B,B,B
New Zealand,NZ,Rotoehu,,,B,B,B,B
New Zealand,NZ,Rotoiti,,,B,B,B,B
New Zealand,NZ,Rotokauri,,,B,B,B,B
New Zealand,NZ,Rotokawa,,,B,B,B,B
New Zealand,NZ,Rotomanu,,,B,B,B,B
New Zealand,NZ,Rotongaro,,,B,B,B,B
New Zealand,NZ,Rotoorangi,,,B,B,B,B
New Zealand,NZ,Rotoroa,,,B,B,B,B
New Zealand,NZ,Rotoroa Island,,,B,B,B,B
New Zealand,NZ,Rotorua,,,B,B,B,B
New Zealand,NZ,Rotorua West,,,B,B,B,B
New Zealand,NZ,Roxburgh,,,B,B,B,B
New Zealand,NZ,Roys Hill,,,B,B,B,B
New Zealand,NZ,Ruahine,,,B,B,B,B
New Zealand,NZ,Ruakaka,,,B,B,B,B
New Zealand,NZ,Ruakaka Beach,,,B,B,B,B
New Zealand,NZ,Ruatahuna,,,B,B,B,B
New Zealand,NZ,Ruatapu,,,B,B,B,B
New Zealand,NZ,Ruatoki North,,,B,B,B,B
New Zealand,NZ,Ruatoria,,,B,B,B,B
New Zealand,NZ,Ruawai,,,B,B,B,B
New Zealand,NZ,Ruby Bay,,,B,B,B,B
New Zealand,NZ,Runanga,,,B,B,B,B
New Zealand,NZ,Russell,,,B,B,B,B
New Zealand,NZ,Rutherglen,,,B,B,B,B
New Zealand,NZ,Saies,,,B,B,B,B
New Zealand,NZ,Sandspit,,,B,B,B,B
New Zealand,NZ,Sanson,,,B,B,B,B
